cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.39
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,35.36
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,25.02
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,23.35
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,52.01
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,38.02
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,39.3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,61.07
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,56.14
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,55.25
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0,54.77
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28.0,50.24
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28.0,46.68
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28.0,46.68
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3.0,22.75
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3.0,25.51
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3.0,34.77
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7.0,36.84
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7.0,45.9
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7.0,41.67
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56.0,56.34
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56.0,47.97
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56.0,61.46
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28.0,44.03
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28.0,55.45
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28.0,55.55
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28.0,57.92
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3.0,25.61
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7.0,33.49
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56.0,59.59
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3.0,29.55
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7.0,37.92
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56.0,61.86
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28.0,62.05
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3.0,32.01
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28.0,72.1
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7.0,39.0
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56.0,65.7
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3.0,32.11
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7.0,40.29
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56.0,74.36
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28.0,21.97
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3.0,9.85
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7.0,15.07
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56.0,23.25
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28.0,43.73
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3.0,13.4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7.0,24.13
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56.0,44.52
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28.0,62.94
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28.0,59.49
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3.0,25.12
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3.0,23.64
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7.0,35.75
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7.0,38.61
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0,68.75
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0,66.78
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.85
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.07
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3.0,11.65
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.2
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,48.85
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.6
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28.0,43.94
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.57
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.32
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.4
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,15.62
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.86
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.22
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,14.6
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.75
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.97
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.4
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28.0,25.57
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.68
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.74
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.2
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.62
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.42
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7.0,15.69
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28.0,27.94
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.63
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7.0,17.24
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.77
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.44
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28.0,25.75
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.08
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.07
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,21.82
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.07
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.84
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,32.05
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.96
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.45
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,22.49
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28.0,25.22
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.7
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.09
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.7
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.51
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,17.58
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.18
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.2
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.2
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,22.63
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.86
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.37
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.73
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28.0,37.81
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7.0,21.92
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28.0,33.04
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7.0,8.0
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,31.9
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.34
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28.0,19.77
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,37.44
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.48
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.44
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.6
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7.0,10.73
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.38
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3.0,13.22
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.97
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0,27.04
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,32.04
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90.0,35.17
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,36.45
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3.0,6.47
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.84
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,18.42
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.95
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0,24.1
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.08
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.26
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.97
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.33
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360.0,33.7
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3.0,9.31
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,27.63
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.79
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.49
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.15
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,12.54
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.92
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.84
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.25
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.17
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.34
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7.0,17.54
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28.0,24.5
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.58
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0,26.85
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.06
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,38.21
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.7
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.28
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.54
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,47.71
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,43.38
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,6.9
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90.0,33.19
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.9
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0,4.57
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.46
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.29
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.95
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.41
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.59
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,25.89
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.23
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.02
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,10.39
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.66
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28.0,27.87
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.39
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.79
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.32
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.78
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.11
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.38
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,20.42
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.94
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.03
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.57
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90.0,32.53
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.75
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.68
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28.0,38.8
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28.0,33.0
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.28
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0,24.28
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28.0,24.05
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.59
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.73
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.66
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.14
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.78
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3.0,2.33
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7.0,16.89
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.52
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3.0,6.81
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,39.7
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,17.96
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28.0,22.35
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,10.79
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.72
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.68
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.56
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3.0,6.88
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,50.53
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,17.17
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,30.44
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.73
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.32
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.32
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.25
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.28
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.1
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.96
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90.0,54.6
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,21.48
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.69
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7.0,8.37
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,39.66
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.09
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.83
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7.0,10.35
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90.0,43.57
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.86
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,11.85
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.83
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.76
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120.0,38.7
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.31
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,17.44
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,31.74
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.38
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.87
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.01
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.61
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.66
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.86
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7.0,12.05
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0,17.54
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,25.18
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.96
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.89
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.28
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.94
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.5
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.44
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.64
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.06
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.94
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28.0,44.09
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.61
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.31
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.66
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.17
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7.0,18.13
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.53
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.34
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0,29.98
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90.0,31.35
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.27
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.7
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.22
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.92
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,39.0
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.99
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.0
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.47
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.44
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.16
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7.0,14.8
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.18
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.54
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,21.65
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.45
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.23
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.13
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.49
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.13
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.13
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.92
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.16
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.64
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.65
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.11
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28.0,39.58
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,24.0
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.47
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.99
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.92
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,34.68
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.33
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.8
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.4
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270.0,67.11
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.18
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.59
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28.0,21.75
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.09
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3.0,24.39
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.99
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.17
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.76
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28.0,16.5
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.99
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.35
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.69
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.42
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.42
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.05
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.68
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.86
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.3
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.12
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28.0,15.57
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28.0,44.61
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28.0,53.52
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.91
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.4
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.03
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.84
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.64
318.0,0.0,126.0,210.0,6.0,861.0,737.0,28.0,40.06
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.23
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.87
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.3
